model_name	token_idx	token	token_category
allenai/OLMo-7B	353	▁M	Z
allenai/OLMo-7B	354	▁pro	LATIN
allenai/OLMo-7B	355	▁al	LATIN
allenai/OLMo-7B	356	ag	LATIN
allenai/OLMo-7B	357	ab	LATIN
allenai/OLMo-7B	358	em	LATIN
allenai/OLMo-7B	359	▁we	LATIN
allenai/OLMo-7B	360	um	LATIN
allenai/OLMo-7B	361	00	N
allenai/OLMo-7B	362	▁v	Z
allenai/OLMo-7B	363	ri	LATIN
allenai/OLMo-7B	364	▁wh	LATIN
allenai/OLMo-7B	365	pe	LATIN
allenai/OLMo-7B	366	ate	LATIN
allenai/OLMo-7B	367	▁P	Z
allenai/OLMo-7B	368	▁you	LATIN
allenai/OLMo-7B	369	▁was	LATIN
allenai/OLMo-7B	370	▁$	Z
allenai/OLMo-7B	371	qu	LATIN
allenai/OLMo-7B	372	▁de	LATIN
allenai/OLMo-7B	373	res	LATIN
allenai/OLMo-7B	374	▁2	Z
allenai/OLMo-7B	375	os	LATIN
allenai/OLMo-7B	376	ra	LATIN
allenai/OLMo-7B	377	pp	LATIN
allenai/OLMo-7B	378	▁B	Z
allenai/OLMo-7B	379	her	LATIN
allenai/OLMo-7B	380	▁The	LATIN
allenai/OLMo-7B	381	==	S
allenai/OLMo-7B	382	ist	LATIN
allenai/OLMo-7B	383	est	LATIN
allenai/OLMo-7B	384	ht	LATIN
allenai/OLMo-7B	385	▁ex	LATIN
allenai/OLMo-7B	386	ant	LATIN
allenai/OLMo-7B	387	▁at	LATIN
allenai/OLMo-7B	388	▁H	Z
allenai/OLMo-7B	389	▁com	LATIN
allenai/OLMo-7B	390	▁or	LATIN
allenai/OLMo-7B	391	▁r	Z
allenai/OLMo-7B	392	ld	LATIN
allenai/OLMo-7B	393	▁\	Z
allenai/OLMo-7B	394	th	LATIN
allenai/OLMo-7B	395	and	LATIN
allenai/OLMo-7B	396	▁se	LATIN
allenai/OLMo-7B	397	--------	P
allenai/OLMo-7B	398	ers	LATIN
allenai/OLMo-7B	399	▁D	Z
allenai/OLMo-7B	400	iv	LATIN
allenai/OLMo-7B	401	▁F	Z
allenai/OLMo-7B	402	▁su	LATIN
allenai/OLMo-7B	403	▁are	LATIN
allenai/OLMo-7B	404	ain	LATIN
allenai/OLMo-7B	405	ess	LATIN
allenai/OLMo-7B	406	oc	LATIN
allenai/OLMo-7B	407	▁by	LATIN
allenai/OLMo-7B	408	ill	LATIN
allenai/OLMo-7B	409	rom	LATIN
allenai/OLMo-7B	410	ore	LATIN
allenai/OLMo-7B	411	▁W	Z
allenai/OLMo-7B	412	op	LATIN
allenai/OLMo-7B	413	ke	LATIN
allenai/OLMo-7B	414	ity	LATIN
allenai/OLMo-7B	415	oun	LATIN
allenai/OLMo-7B	416	▁R	Z
allenai/OLMo-7B	417	▁not	LATIN
allenai/OLMo-7B	418	▁L	Z
allenai/OLMo-7B	419	▁ha	LATIN
allenai/OLMo-7B	420	ment	LATIN
allenai/OLMo-7B	421	ction	LATIN
allenai/OLMo-7B	422	ive	LATIN
allenai/OLMo-7B	423	end	LATIN
allenai/OLMo-7B	424	**	P
allenai/OLMo-7B	425	▁ne	LATIN
allenai/OLMo-7B	426	▁=	Z
allenai/OLMo-7B	427	▁N	Z
allenai/OLMo-7B	428	▁-	Z
allenai/OLMo-7B	429	ight	LATIN
allenai/OLMo-7B	430	ort	LATIN
allenai/OLMo-7B	431	pt	LATIN
allenai/OLMo-7B	432	▁from	LATIN
allenai/OLMo-7B	433	red	LATIN
allenai/OLMo-7B	434	's	P
allenai/OLMo-7B	435	art	LATIN
allenai/OLMo-7B	436	▁this	LATIN
allenai/OLMo-7B	437	ell	LATIN
allenai/OLMo-7B	438	ud	LATIN
allenai/OLMo-7B	439	▁sh	LATIN
allenai/OLMo-7B	440	▁un	LATIN
allenai/OLMo-7B	441	▁us	LATIN
allenai/OLMo-7B	442	te	LATIN
allenai/OLMo-7B	443	▁G	Z
allenai/OLMo-7B	444	▁E	Z
allenai/OLMo-7B	445	ren	LATIN
allenai/OLMo-7B	446	pl	LATIN
allenai/OLMo-7B	447	ies	LATIN
allenai/OLMo-7B	448	▁ch	LATIN
allenai/OLMo-7B	449	"."""	P
allenai/OLMo-7B	450	ould	LATIN
allenai/OLMo-7B	451	ial	LATIN
allenai/OLMo-7B	452	▁have	LATIN
allenai/OLMo-7B	453	fe	LATIN
allenai/OLMo-7B	454	our	LATIN
allenai/OLMo-7B	455	all	LATIN
allenai/OLMo-7B	456	ated	LATIN
allenai/OLMo-7B	457	’	P
allenai/OLMo-7B	458	▁le	LATIN
allenai/OLMo-7B	459	ure	LATIN
allenai/OLMo-7B	460	ine	LATIN
allenai/OLMo-7B	461	ust	LATIN
allenai/OLMo-7B	462	og	LATIN
allenai/OLMo-7B	463	ge	LATIN
allenai/OLMo-7B	464	{\	P
allenai/OLMo-7B	465	▁k	Z
allenai/OLMo-7B	466	ie	LATIN
allenai/OLMo-7B	467	▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	468	per	LATIN
allenai/OLMo-7B	469	ich	LATIN
allenai/OLMo-7B	470	▁0	Z
allenai/OLMo-7B	471	ack	LATIN
allenai/OLMo-7B	472	ard	LATIN
allenai/OLMo-7B	473	▁O	Z
allenai/OLMo-7B	474	ical	LATIN
allenai/OLMo-7B	475	▁*	Z
allenai/OLMo-7B	476	▁can	LATIN
allenai/OLMo-7B	477	\n▁▁▁	Z
allenai/OLMo-7B	478	iz	LATIN
allenai/OLMo-7B	479	▁me	LATIN
allenai/OLMo-7B	480	▁j	Z
allenai/OLMo-7B	481	).	P
allenai/OLMo-7B	482	ame	LATIN
allenai/OLMo-7B	483	out	LATIN
allenai/OLMo-7B	484	up	LATIN
allenai/OLMo-7B	485	ome	LATIN
allenai/OLMo-7B	486	age	LATIN
allenai/OLMo-7B	487	ib	LATIN
allenai/OLMo-7B	488	▁whe	LATIN
allenai/OLMo-7B	489	ue	LATIN
allenai/OLMo-7B	490	▁ab	LATIN
allenai/OLMo-7B	491	der	LATIN
allenai/OLMo-7B	492	▁tr	LATIN
allenai/OLMo-7B	493	ost	LATIN
allenai/OLMo-7B	494	able	LATIN
allenai/OLMo-7B	495	▁3	Z
allenai/OLMo-7B	496	▁In	LATIN
allenai/OLMo-7B	497	▁were	LATIN
allenai/OLMo-7B	498	cl	LATIN
allenai/OLMo-7B	499	▁pl	LATIN
allenai/OLMo-7B	500	▁J	Z
allenai/OLMo-7B	501	▁res	LATIN
allenai/OLMo-7B	502	▁cl	LATIN
allenai/OLMo-7B	503	ult	LATIN
allenai/OLMo-7B	504	ide	LATIN
allenai/OLMo-7B	505	ast	LATIN
allenai/OLMo-7B	506	ath	LATIN
allenai/OLMo-7B	507	ans	LATIN
allenai/OLMo-7B	508	ther	LATIN
allenai/OLMo-7B	509	▁comp	LATIN
allenai/OLMo-7B	510	The	LATIN
allenai/OLMo-7B	511	ase	LATIN
allenai/OLMo-7B	512	▁all	LATIN
allenai/OLMo-7B	513	▁do	LATIN
allenai/OLMo-7B	514	act	LATIN
allenai/OLMo-7B	515	ass	LATIN
allenai/OLMo-7B	516	▁im	LATIN
allenai/OLMo-7B	517	ound	LATIN
allenai/OLMo-7B	518	ak	LATIN
allenai/OLMo-7B	519	▁ad	LATIN
allenai/OLMo-7B	520	01	N
allenai/OLMo-7B	521	▁his	LATIN
allenai/OLMo-7B	522	ap	LATIN
allenai/OLMo-7B	523	▁cont	LATIN
allenai/OLMo-7B	524	====	S
allenai/OLMo-7B	525	ign	LATIN
allenai/OLMo-7B	526	orm	LATIN
allenai/OLMo-7B	527	ind	LATIN
allenai/OLMo-7B	528	ous	LATIN
allenai/OLMo-7B	529	oug	LATIN
allenai/OLMo-7B	530	▁U	Z
allenai/OLMo-7B	531	one	LATIN
allenai/OLMo-7B	532	ip	LATIN
allenai/OLMo-7B	533	▁but	LATIN
allenai/OLMo-7B	534	▁which	LATIN
allenai/OLMo-7B	535	\n\n	C
allenai/OLMo-7B	536	ok	LATIN
allenai/OLMo-7B	537	..	P
allenai/OLMo-7B	538	ub	LATIN
allenai/OLMo-7B	539	ition	LATIN
allenai/OLMo-7B	540	▁int	LATIN
allenai/OLMo-7B	541	▁�	Z
allenai/OLMo-7B	542	▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	543	ong	LATIN
allenai/OLMo-7B	544	▁[	Z
allenai/OLMo-7B	545	ph	LATIN
allenai/OLMo-7B	546	▁en	LATIN
allenai/OLMo-7B	547	ice	LATIN
allenai/OLMo-7B	548	▁wor	LATIN
allenai/OLMo-7B	549	▁ar	LATIN
allenai/OLMo-7B	550	cc	LATIN
allenai/OLMo-7B	551	▁{	Z
allenai/OLMo-7B	552	ary	LATIN
allenai/OLMo-7B	553	ime	LATIN
allenai/OLMo-7B	554	ep	LATIN
allenai/OLMo-7B	555	ty	LATIN
allenai/OLMo-7B	556	▁has	LATIN
allenai/OLMo-7B	557	▁dis	LATIN
allenai/OLMo-7B	558	);	P
allenai/OLMo-7B	559	▁+	Z
allenai/OLMo-7B	560	ress	LATIN
allenai/OLMo-7B	561	ens	LATIN
allenai/OLMo-7B	562	▁out	LATIN
allenai/OLMo-7B	563	du	LATIN
allenai/OLMo-7B	564	▁go	LATIN
allenai/OLMo-7B	565	int	LATIN
allenai/OLMo-7B	566	ence	LATIN
allenai/OLMo-7B	567	ff	LATIN
allenai/OLMo-7B	568	"="""	S
allenai/OLMo-7B	569	ations	LATIN
allenai/OLMo-7B	570	ne	LATIN
allenai/OLMo-7B	571	ia	LATIN
allenai/OLMo-7B	572	▁qu	LATIN
allenai/OLMo-7B	573	----------------	P
allenai/OLMo-7B	574	▁had	LATIN
allenai/OLMo-7B	575	 	Z
allenai/OLMo-7B	576	\n▁▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	577	▁4	Z
allenai/OLMo-7B	578	_{	P
allenai/OLMo-7B	579	ru	LATIN
allenai/OLMo-7B	580	av	LATIN
allenai/OLMo-7B	581	▁one	LATIN
allenai/OLMo-7B	582	),	P
allenai/OLMo-7B	583	ose	LATIN
allenai/OLMo-7B	584	ace	LATIN
allenai/OLMo-7B	585	con	LATIN
allenai/OLMo-7B	586	\n▁	C
allenai/OLMo-7B	587	ile	LATIN
allenai/OLMo-7B	588	▁will	LATIN
allenai/OLMo-7B	589	ber	LATIN
allenai/OLMo-7B	590	ory	LATIN
allenai/OLMo-7B	591	▁per	LATIN
allenai/OLMo-7B	592	ents	LATIN
allenai/OLMo-7B	593	ance	LATIN
allenai/OLMo-7B	594	▁so	LATIN
allenai/OLMo-7B	595	ally	LATIN
allenai/OLMo-7B	596	▁Th	LATIN
allenai/OLMo-7B	597	▁they	LATIN
allenai/OLMo-7B	598	▁up	LATIN
allenai/OLMo-7B	599	}}	P
allenai/OLMo-7B	600	ely	LATIN
allenai/OLMo-7B	601	so	LATIN
allenai/OLMo-7B	602	ough	LATIN
allenai/OLMo-7B	603	ire	LATIN
allenai/OLMo-7B	604	▁if	LATIN
allenai/OLMo-7B	605	//	P
allenai/OLMo-7B	606	ang	LATIN
allenai/OLMo-7B	607	ach	LATIN
allenai/OLMo-7B	608	▁5	Z
allenai/OLMo-7B	609	are	LATIN
allenai/OLMo-7B	610	ry	LATIN
allenai/OLMo-7B	611	▁K	Z
allenai/OLMo-7B	612	▁ev	LATIN
allenai/OLMo-7B	613	ear	LATIN
allenai/OLMo-7B	614	ite	LATIN
allenai/OLMo-7B	615	de	LATIN
allenai/OLMo-7B	616	▁their	LATIN
allenai/OLMo-7B	617	▁her	LATIN
allenai/OLMo-7B	618	▁sa	LATIN
allenai/OLMo-7B	619	▁my	LATIN
allenai/OLMo-7B	620	ll	LATIN
allenai/OLMo-7B	621	ions	LATIN
allenai/OLMo-7B	622	▁app	LATIN
allenai/OLMo-7B	623	\t\t	C
allenai/OLMo-7B	624	rent	LATIN
allenai/OLMo-7B	625	▁more	LATIN
allenai/OLMo-7B	626	't	P
allenai/OLMo-7B	627	▁there	LATIN
allenai/OLMo-7B	628	own	LATIN
allenai/OLMo-7B	629	▁part	LATIN
allenai/OLMo-7B	630	form	LATIN
allenai/OLMo-7B	631	port	LATIN
allenai/OLMo-7B	632	▁li	LATIN
allenai/OLMo-7B	633	xt	LATIN
allenai/OLMo-7B	634	▁your	LATIN
allenai/OLMo-7B	635	very	LATIN
allenai/OLMo-7B	636	ord	LATIN
allenai/OLMo-7B	637	▁man	LATIN
allenai/OLMo-7B	638	▁pre	LATIN
allenai/OLMo-7B	639	▁ag	LATIN
allenai/OLMo-7B	640	ake	LATIN
allenai/OLMo-7B	641	ors	LATIN
allenai/OLMo-7B	642	▁no	LATIN
allenai/OLMo-7B	643	▁other	LATIN
allenai/OLMo-7B	644	▁been	LATIN
allenai/OLMo-7B	645	ook	LATIN
allenai/OLMo-7B	646	ect	LATIN
allenai/OLMo-7B	647	ail	LATIN
allenai/OLMo-7B	648	\n▁▁▁▁▁▁▁	Z
allenai/OLMo-7B	649	ft	LATIN
allenai/OLMo-7B	650	▁gr	LATIN
allenai/OLMo-7B	651	▁would	LATIN
allenai/OLMo-7B	652	vel	LATIN
allenai/OLMo-7B	653	▁sp	LATIN
allenai/OLMo-7B	654	▁<	Z
allenai/OLMo-7B	655	▁19	N
allenai/OLMo-7B	656	ys	LATIN
allenai/OLMo-7B	657	▁V	Z
allenai/OLMo-7B	658	ree	LATIN
allenai/OLMo-7B	659	▁St	LATIN
allenai/OLMo-7B	660	▁sc	LATIN
allenai/OLMo-7B	661	ks	LATIN
allenai/OLMo-7B	662	urn	LATIN
allenai/OLMo-7B	663	lic	LATIN
allenai/OLMo-7B	664	we	LATIN
allenai/OLMo-7B	665	▁who	LATIN
allenai/OLMo-7B	666	aus	LATIN
allenai/OLMo-7B	667	▁any	LATIN
allenai/OLMo-7B	668	”	P
allenai/OLMo-7B	669	▁$\	Z
allenai/OLMo-7B	670	▁about	LATIN
allenai/OLMo-7B	671	▁also	LATIN
allenai/OLMo-7B	672	▁when	LATIN
allenai/OLMo-7B	673	▁time	LATIN
allenai/OLMo-7B	674	▁▁▁▁▁	Z
allenai/OLMo-7B	675	reat	LATIN
allenai/OLMo-7B	676	low	LATIN
allenai/OLMo-7B	677	erv	LATIN
allenai/OLMo-7B	678	eth	LATIN
allenai/OLMo-7B	679	math	LATIN
allenai/OLMo-7B	680	wo	LATIN
allenai/OLMo-7B	681	com	LATIN
allenai/OLMo-7B	682	ata	LATIN
allenai/OLMo-7B	683	[@	P
allenai/OLMo-7B	684	ates	LATIN
allenai/OLMo-7B	685	▁than	LATIN
allenai/OLMo-7B	686	▁'	Z
allenai/OLMo-7B	687	▁ro	LATIN
allenai/OLMo-7B	688	In	LATIN
allenai/OLMo-7B	689	▁over	LATIN
allenai/OLMo-7B	690	▁some	LATIN
allenai/OLMo-7B	691	▁ob	LATIN
allenai/OLMo-7B	692	ific	LATIN
allenai/OLMo-7B	693	erm	LATIN
allenai/OLMo-7B	694	▁kn	LATIN
allenai/OLMo-7B	695	ric	LATIN
allenai/OLMo-7B	696	\]	P
allenai/OLMo-7B	697	▁its	LATIN
allenai/OLMo-7B	698	ays	LATIN
allenai/OLMo-7B	699	fter	LATIN
allenai/OLMo-7B	700	hat	LATIN
allenai/OLMo-7B	701	▁bet	LATIN
allenai/OLMo-7B	702	ount	LATIN
allenai/OLMo-7B	703	▁she	LATIN
allenai/OLMo-7B	704	▁fe	LATIN
allenai/OLMo-7B	705	▁spe	LATIN
allenai/OLMo-7B	706	ob	LATIN
allenai/OLMo-7B	707	ces	LATIN
allenai/OLMo-7B	708	▁&	Z
allenai/OLMo-7B	709	ref	LATIN
allenai/OLMo-7B	710	ove	LATIN
allenai/OLMo-7B	711	▁des	LATIN
allenai/OLMo-7B	712	irst	LATIN
allenai/OLMo-7B	713	ple	LATIN
allenai/OLMo-7B	714	▁Y	Z
allenai/OLMo-7B	715	▁into	LATIN
allenai/OLMo-7B	716	▁te	LATIN
allenai/OLMo-7B	717	▁am	LATIN
allenai/OLMo-7B	718	▁ass	LATIN
allenai/OLMo-7B	719	cre	LATIN
allenai/OLMo-7B	720	ject	LATIN
allenai/OLMo-7B	721	▁6	Z
allenai/OLMo-7B	722	▁dif	LATIN
allenai/OLMo-7B	723	ings	LATIN
allenai/OLMo-7B	724	}$	P
allenai/OLMo-7B	725	rib	LATIN
allenai/OLMo-7B	726	▁sy	LATIN
allenai/OLMo-7B	727	ater	LATIN
allenai/OLMo-7B	728	ied	LATIN
allenai/OLMo-7B	729	ov	LATIN
allenai/OLMo-7B	730	▁gen	LATIN
allenai/OLMo-7B	731	▁them	LATIN
allenai/OLMo-7B	732	lect	LATIN
allenai/OLMo-7B	733	▁It	LATIN
allenai/OLMo-7B	734	▁inter	LATIN
allenai/OLMo-7B	735	vers	LATIN
allenai/OLMo-7B	736	row	LATIN
allenai/OLMo-7B	737	gr	LATIN
allenai/OLMo-7B	738	fect	LATIN
allenai/OLMo-7B	739	iss	LATIN
allenai/OLMo-7B	740	10	N
allenai/OLMo-7B	741	clud	LATIN
allenai/OLMo-7B	742	hed	LATIN
allenai/OLMo-7B	743	▁An	LATIN
allenai/OLMo-7B	744	old	LATIN
allenai/OLMo-7B	745	▁off	LATIN
allenai/OLMo-7B	746	19	N
allenai/OLMo-7B	747	▁new	LATIN
allenai/OLMo-7B	748	▁}	Z
allenai/OLMo-7B	749	▁sub	LATIN
allenai/OLMo-7B	750	ink	LATIN
allenai/OLMo-7B	751	▁like	LATIN
allenai/OLMo-7B	752	▁what	LATIN
allenai/OLMo-7B	753	▁said	LATIN
allenai/OLMo-7B	754	▁He	LATIN
allenai/OLMo-7B	755	▁get	LATIN
allenai/OLMo-7B	756	▁acc	LATIN
allenai/OLMo-7B	757	ian	LATIN
allenai/OLMo-7B	758	ced	LATIN
allenai/OLMo-7B	759	▁pe	LATIN
allenai/OLMo-7B	760	▁only	LATIN
allenai/OLMo-7B	761	▁rec	LATIN
allenai/OLMo-7B	762	▁under	LATIN
allenai/OLMo-7B	763	ish	LATIN
allenai/OLMo-7B	764	▁comm	LATIN
allenai/OLMo-7B	765	�	S
allenai/OLMo-7B	766	ause	LATIN
allenai/OLMo-7B	767	▁two	LATIN
allenai/OLMo-7B	768	^{	S
allenai/OLMo-7B	769	▁act	LATIN
allenai/OLMo-7B	770	itt	LATIN
allenai/OLMo-7B	771	▁mod	LATIN
allenai/OLMo-7B	772	▁cons	LATIN
allenai/OLMo-7B	773	▁“	Z
allenai/OLMo-7B	774	▁rel	LATIN
allenai/OLMo-7B	775	▁Ch	LATIN
allenai/OLMo-7B	776	▁our	LATIN
allenai/OLMo-7B	777	ck	LATIN
allenai/OLMo-7B	778	▁may	LATIN
allenai/OLMo-7B	779	▁him	LATIN
allenai/OLMo-7B	780	ual	LATIN
allenai/OLMo-7B	781	ick	LATIN
allenai/OLMo-7B	782	ark	LATIN
allenai/OLMo-7B	783	the	LATIN
allenai/OLMo-7B	784	ious	LATIN
allenai/OLMo-7B	785	ma	LATIN
allenai/OLMo-7B	786	ild	LATIN
allenai/OLMo-7B	787	▁bl	LATIN
allenai/OLMo-7B	788	get	LATIN
allenai/OLMo-7B	789	▁work	LATIN
allenai/OLMo-7B	790	ons	LATIN
allenai/OLMo-7B	791	▁bec	LATIN
allenai/OLMo-7B	792	ular	LATIN
allenai/OLMo-7B	793	ps	LATIN
allenai/OLMo-7B	794	▁fun	LATIN
allenai/OLMo-7B	795	▁_	Z
allenai/OLMo-7B	796	ade	LATIN
allenai/OLMo-7B	797	ert	LATIN
allenai/OLMo-7B	798	igh	LATIN
allenai/OLMo-7B	799	▁stud	LATIN
allenai/OLMo-7B	800	ative	LATIN
allenai/OLMo-7B	801	▁ind	LATIN
allenai/OLMo-7B	802	▁em	LATIN
allenai/OLMo-7B	803	▁pos	LATIN
allenai/OLMo-7B	804	ring	LATIN
allenai/OLMo-7B	805	12	N
allenai/OLMo-7B	806	▁first	LATIN
allenai/OLMo-7B	807	▁year	LATIN
allenai/OLMo-7B	808	pect	LATIN
allenai/OLMo-7B	809	▁def	LATIN
allenai/OLMo-7B	810	▁reg	LATIN
allenai/OLMo-7B	811	▁trans	LATIN
allenai/OLMo-7B	812	▁could	LATIN
allenai/OLMo-7B	813	elf	LATIN
allenai/OLMo-7B	814	ug	LATIN
allenai/OLMo-7B	815	▁ph	LATIN
allenai/OLMo-7B	816	▁just	LATIN
allenai/OLMo-7B	817	##	P
allenai/OLMo-7B	818	▁7	Z
allenai/OLMo-7B	819	▁pr	LATIN
allenai/OLMo-7B	820	▁co	LATIN
